lr-Adam,step,train_loss_step,train_acc_step,epoch,valid_loss,valid_acc,train_loss_epoch,train_acc_epoch,test_loss,test_acc
0.09695332299985426,1049,,,,,,,,,
,1049,1.2346476316452026,0.560546875,13,,,,,,
0.09878436352415938,1099,,,,,,,,,
,1099,1.0780307054519653,0.619140625,13,,,,,,
,1105,,,13,2.7073309421539307,0.24860000610351562,,,,
,1105,,,13,,,1.1343111991882324,0.5997999906539917,,
0.09979316143379435,1149,,,,,,,,,
,1149,1.0619302988052368,0.6171875,14,,,,,,
,1184,,,14,3.7037553787231445,0.3084000051021576,,,,
,1184,,,14,,,1.131528377532959,0.5991250276565552,,
0.09999273861018958,1199,,,,,,,,,
,1199,1.054668664932251,0.6484375,15,,,,,,
0.09986370590084141,1249,,,,,,,,,
,1249,1.1336475610733032,0.599609375,15,,,,,,
,1263,,,15,8.599396705627441,0.23649999499320984,,,,
,1263,,,15,,,1.1171802282333374,0.6036999821662903,,
0.09957378821644378,1299,,,,,,,,,
,1299,0.9762156009674072,0.65625,16,,,,,,
,1342,,,16,2.9715657234191895,0.34929999709129333,,,,
,1342,,,16,,,1.0974534749984741,0.6119250059127808,,
0.09912392097857559,1349,,,,,,,,,
,1349,1.1363340616226196,0.619140625,17,,,,,,
0.09851555568724736,1399,,,,,,,,,
,1399,1.009332537651062,0.6328125,17,,,,,,
,1421,,,17,2.4030020236968994,0.3716000020503998,,,,
,1421,,,17,,,1.0813723802566528,0.6171000003814697,,
0.09775065523762559,1449,,,,,,,,,
,1449,1.0070754289627075,0.64453125,18,,,,,,
0.09683168758673674,1499,,,,,,,,,
,1499,1.0075130462646484,0.64453125,18,,,,,,
,1500,,,18,4.388023853302002,0.30630001425743103,,,,
,1500,,,18,,,1.0641471147537231,0.6233500242233276,,
0.0957616177905855,1549,,,,,,,,,
,1549,1.0288727283477783,0.619140625,19,,,,,,
,1579,,,19,1.3668107986450195,0.5152999758720398,,,,
,1579,,,19,,,1.0634618997573853,0.6227999925613403,,
0.09454389843737926,1599,,,,,,,,,
,1599,1.0704084634780884,0.61328125,20,,,,,,
0.09318245850772659,1649,,,,,,,,,
,1649,1.0375211238861084,0.640625,20,,,,,,
,1658,,,20,2.622403383255005,0.33500000834465027,,,,
,1658,,,20,,,1.0487514734268188,0.6273000240325928,,
0.09168169069775174,1699,,,,,,,,,
,1699,0.9842321276664734,0.630859375,21,,,,,,
,1737,,,21,1.8362375497817993,0.41589999198913574,,,,
,1737,,,21,,,1.0230705738067627,0.6395750045776367,,
0.09004643724602786,1749,,,,,,,,,
,1749,1.0559731721878052,0.62109375,22,,,,,,
0.0882819743100578,1799,,,,,,,,,
,1799,1.1298590898513794,0.57421875,22,,,,,,
,1816,,,22,3.506903886795044,0.3531000018119812,,,,
,1816,,,22,,,1.050746202468872,0.625374972820282,,
0.08639399494271265,1849,,,,,,,,,
,1849,1.0771665573120117,0.6171875,23,,,,,,
,1895,,,23,3.1805784702301025,0.3057999908924103,,,,
,1895,,,23,,,1.0372145175933838,0.6310499906539917,,
0.08438859072355386,1899,,,,,,,,,
,1899,1.094727873802185,0.595703125,24,,,,,,
,1916,,,24,,,,,1.0869842767715454,0.6176000237464905
